Timestamp (UTC),Height (m)
2024-11-30T02:45:00Z,2.81
2024-11-30T03:00:00Z,2.81
2024-11-30T03:15:00Z,2.81
2024-11-30T03:30:00Z,2.81
2024-11-30T03:45:00Z,2.81
2024-11-30T04:00:00Z,2.81
2024-11-30T04:15:00Z,2.81
2024-11-30T04:30:00Z,2.81
2024-11-30T04:45:00Z,2.81
2024-11-30T05:00:00Z,2.81
2024-11-30T05:15:00Z,2.81
2024-11-30T05:30:00Z,2.81
2024-11-30T05:45:00Z,2.81
2024-11-30T06:00:00Z,2.81
2024-11-30T06:15:00Z,2.81
2024-11-30T06:30:00Z,2.81
2024-11-30T06:45:00Z,2.81
2024-11-30T07:00:00Z,2.81
2024-11-30T07:15:00Z,2.81
2024-11-30T07:30:00Z,2.81
2024-11-30T07:45:00Z,2.81
2024-11-30T08:00:00Z,2.8
2024-11-30T08:15:00Z,2.8
2024-11-30T08:30:00Z,2.8
2024-11-30T08:45:00Z,2.8
2024-11-30T09:00:00Z,2.8
2024-11-30T09:15:00Z,2.8
2024-11-30T09:19:00Z,2.8
2024-11-30T09:25:00Z,2.8
2024-11-30T09:30:00Z,2.8
2024-11-30T09:34:00Z,2.8
2024-11-30T09:40:00Z,2.8
2024-11-30T09:45:00Z,2.8
2024-11-30T09:49:00Z,2.8
2024-11-30T10:00:00Z,2.8
2024-11-30T10:15:00Z,2.8
2024-11-30T10:30:00Z,2.8
2024-11-30T10:45:00Z,2.79
2024-11-30T11:00:00Z,2.79
2024-11-30T11:15:00Z,2.79
2024-11-30T11:30:00Z,2.79
2024-11-30T11:45:00Z,2.79
2024-11-30T12:00:00Z,2.79
2024-11-30T12:15:00Z,2.79
2024-11-30T12:30:00Z,2.79
2024-11-30T12:45:00Z,2.79
2024-11-30T13:00:00Z,2.79
2024-11-30T13:15:00Z,2.79
2024-11-30T13:30:00Z,2.79
2024-11-30T13:45:00Z,2.79
2024-11-30T14:00:00Z,2.79
2024-11-30T14:15:00Z,2.79
2024-11-30T14:30:00Z,2.78
2024-11-30T14:45:00Z,2.78
2024-11-30T15:00:00Z,2.78
2024-11-30T15:15:00Z,2.78
2024-11-30T15:30:00Z,2.78
2024-11-30T15:45:00Z,2.78
2024-11-30T16:00:00Z,2.78
2024-11-30T16:15:00Z,2.78
2024-11-30T16:30:00Z,2.78
2024-11-30T16:45:00Z,2.77
2024-11-30T17:00:00Z,2.77
2024-11-30T17:15:00Z,2.77
2024-11-30T17:30:00Z,2.77
2024-11-30T17:45:00Z,2.77
2024-11-30T18:00:00Z,2.77
2024-11-30T18:15:00Z,2.77
2024-11-30T18:30:00Z,2.77
2024-11-30T18:45:00Z,2.77
2024-11-30T19:00:00Z,2.77
2024-11-30T19:15:00Z,2.77
2024-11-30T19:30:00Z,2.76
2024-11-30T19:45:00Z,2.77
2024-11-30T20:00:00Z,2.76
2024-11-30T20:15:00Z,2.76
2024-11-30T20:30:00Z,2.76
2024-11-30T20:45:00Z,2.76
2024-11-30T21:00:00Z,2.76
2024-11-30T21:15:00Z,2.76
2024-11-30T21:30:00Z,2.76
2024-11-30T21:45:00Z,2.76
2024-11-30T22:00:00Z,2.75
2024-11-30T22:15:00Z,2.75
2024-11-30T22:30:00Z,2.75
2024-11-30T22:45:00Z,2.75
2024-11-30T23:00:00Z,2.75
